"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SCECHR"	"SK91LD"	"SQQBCH"	"SCFYMN"	"SM6D3B"	"SSY7BM"	"SDD4G5"	"ST2SCC"	"SQ1CGZ"	"SUNVYF"	"S6TGBG"	"SKVHMG"	"SZNYJX"	"SQYDDG"	"SHLY4A"	"SFKMCD"	"SKA8NJ"	"SZCD49"	"SSJSP9"	"SGZUHD"	"SWKRGL"	"SUTTXP"	"SASQEH"	"SUXVVU"	"SNYBEM"	"SCNXZK"	"S8APX1"	"SBWPUY"	"SC1YIM"	"SACBBR"	"S5MEZA"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SLWUQ2"	"SY34ZS"
"Sphaeroceridae_cluster51"	"c466f2ac0bfa67848598ef27dad6e738"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sphaeroceridae"	"Minilimosina"	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sphaeroceridae_cluster52"	"102c8932398c35826dce8579197613e3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sphaeroceridae"	"Borborillus"	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sphaeroceridae_cluster53"	"699869bf449caed63142aab80fa17964"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sphaeroceridae"	"Opalimosina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sphaeroceridae_cluster6"	"c9b92d9660ef7dea1c88a23600523d4d"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sphaeroceridae"	"Pteremis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
"Sphindidae_cluster1"	"8bc5a9eb59bf2d806a00a448b16c326a"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Sphindidae"	"Aspidiphorus"	0	0	0	122	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster1"	"5348f64098f4ffb7f694fdc470e2305a"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Othius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster102"	"5523d0ff5f687a6c86ea4b896916b898"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Placusa"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster108"	"765e7d667fb28d0f5b8ed7b30d1c89f7"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Stenus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster130"	"8b4f4ff5fdc5ac31fd6ec50a7e044f24"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Atheta"	0	0	53	0	0	0	0	0	0	0	0	0	196	10	0	0	26	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
"Staphylinidae_cluster14"	"bd3490d3233e4ddc7bf272ffeac5e17b"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Tachyporus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster164"	"17485ec680d1b0cc51297b6cfc2d5228"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Quedius"	0	0	524	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1609	0	14597	0	0	0	0	768	0
"Staphylinidae_cluster172"	"f711cef8d1d8f1b7ee847f43e07d6b70"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Tachinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster194"	"ecfe453b8bdd8b0cbdfc518d0d70a9f1"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Myllaena"	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster2"	"da1b405d9a7927579e88b3d96083841f"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Anthophagus"	152	1469	0	0	0	0	0	0	0	911	1150	0	0	0	1230	0	0	18854	117	1041	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster20"	"42e049bcbcd11f2cc480a209befdf4f8"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Staphylinidae_X"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster203"	"80f99e1b3f0e3dbca26219ace4cacb97"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Scaphidium"	0	0	0	0	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster257"	"732eb3371ccf6855ac22329670c5bfa9"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Atrecus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster275"	"d2b8163ae17bc86682655c6fe4911ae9"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Bisnius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster276"	"1b1cc964602a397715b6ed14c0dde881"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"unclassified.Staphylinidae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
"Staphylinidae_cluster279"	"59fafff84633c73edc572895a6648720"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Phloeopora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster281"	"b2bf04fd4e7a6c6636cc66876e10195c"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Haploglossa"	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster284"	"821c0748423dcc70578108f2207feb2c"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Euplectus"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster3"	"f9306b50b59d225515b1a1c2ec080797"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Amischa"	0	0	0	0	0	0	0	24	0	0	0	0	0	65	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster320"	"6b0fd5d6d982a7e017aaded330ababb3"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Aleochara"	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster33"	"3996eb47a2b77da939704ab29e73da86"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Mocyta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0
"Staphylinidae_cluster385"	"aae1f417753dd4e5edf2311bee12a69f"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Eusphalerum"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster39"	"788746fb174418691f7b712f6e14fa24"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Xantholinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster407"	"cd78f60eb84771ec8064e7a79f5cef77"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Neuraphes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster53"	"285cf802adc34233e29e61de6f48d37a"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Palporus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Staphylinidae_cluster67"	"eaee021043d86253e39838512168c991"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Lordithon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	956	0
"Staphylinidae_cluster82"	"eaee40ab03f16ae2ceea0aeabbf6b76f"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Anthobium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1601	0	0	0	0	0	0
"Staphylinidae_cluster9"	"9b57f05475c0f368b3018aa16c7c7fd9"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Staphylinidae"	"Aloconota"	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0
"Stenopsocidae_cluster1"	"b29cca54527ef5b600ada3432d9edcc4"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Stenopsocidae"	"Graphopsocus"	0	0	0	544	0	0	0	181	0	0	35	0	0	0	0	63	187	0	0	0	2426	0	0	0	2420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenopsocidae_cluster3"	"2a01adffad35d6285ed1f76a895bd86a"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	"Stenopsocidae"	"Stenopsocus"	0	545	0	579	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stratiomyidae_cluster13"	"5139ee6fa1ce8163905dec2c96943a4b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Stratiomyidae"	"Bibio"	0	0	0	0	0	0	0	0	0	0	833	0	0	0	0	0	0	620	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stratiomyidae_cluster16"	"8c1fe322d73a8908571ec1bdcc021131"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Stratiomyidae"	"Microchrysa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stratiomyidae_cluster23"	"ea1f2d5fe745706bfcdb73c1e2ce00c7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Stratiomyidae"	"Pachygaster"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Suidae_cluster1"	"1084153d59f88ea34c5e1f989667655f"	"Animalia"	"Chordata"	"Mammalia"	"Artiodactyla"	"Suidae"	"Sus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
"Symphypleona_X_cluster1"	"024184213cc547136ef7645272613140"	"Animalia"	"Arthropoda"	"Collembola"	"Symphypleona"	"Symphypleona_X"	"Symphypleona_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster1"	"37f122f5ea31063ff1857a8838107214"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Sphaerophoria"	0	0	0	0	0	0	2935	0	0	0	4103	0	0	3218	0	4445	15579	0	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster10"	"d36839f2d56ef1d3994c81d86a6ee19f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Dasysyrphus"	0	0	0	0	0	0	0	0	0	0	0	0	0	11879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster119"	"a21d1d780c4b3d35e60ecfd6dca13cba"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Platycheirus"	0	0	0	0	937	0	0	0	159	0	0	0	0	0	302	438	2048	378	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster12"	"41e6d7de592b38c40acc107a1272381a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Meliscaeva"	0	0	0	0	0	5047	0	0	0	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster133"	"7ce5b278cf821ad81f2260aa5638d33b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Sphegina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster16"	"9e60af79ddca500a64cb460c73b9248f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Cheilosia"	0	0	0	6501	0	0	0	0	689	0	0	0	0	0	223	0	0	0	3144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster18"	"6010657af41e85164d354320afefabea"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Brachypalpus"	0	0	0	0	0	0	0	0	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster2"	"723f72503984190cce8f182870932fed"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Episyrphus"	0	0	0	2789	0	0	0	0	0	0	0	0	0	12508	0	12345	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster21"	"268201bb91ee48761cbca70ccaddd9df"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Epistrophe"	0	0	0	0	0	0	0	0	0	0	0	59736	0	0	0	1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster22"	"38462746a4d0adf3d7a7bed60a366bc3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Baccha"	0	0	0	0	0	0	0	2555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster24"	"2475f19aca581827ff1d646fd87acb34"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Syrphus"	0	0	0	0	3363	15529	0	0	0	7713	0	46819	0	8213	5310	22540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster26"	"b129f97e348204d9c985d48d327f40db"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Melangyna"	0	0	0	0	0	0	0	0	0	0	0	11603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster3"	"e80b27640d6886d7de2c9188e51ce8a2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Sericomyia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster34"	"7d6c2c03e4e8a7515b56fb62b8c49d08"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Criorhina"	0	0	0	0	0	0	0	0	11984	0	0	0	0	6918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster35"	"ce4d10d611af6cbffb36850a3d2d2e9f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Ferdinandea"	0	0	0	0	0	0	0	0	0	0	0	0	0	16124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster38"	"5238b71ffdac326e1fffd94da1d07eb3"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Pipizella"	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster4"	"c49ec786c9845b2e55bf4611541bd1f7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Chrysotoxum"	0	0	0	10375	0	23686	0	0	0	10500	7526	0	0	13498	0	0	1874	1383	3493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster42"	"2ac3aa1d8ecb75814f9f0df02d8a59c9"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Xylota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster46"	"061106f6071b08199194aa04888e3058"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Eriozona"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster48"	"b362c6fcd6986cb84375254f659b6bc8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Parasyrphus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	8990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster52"	"518f1f57c84bb54c8a24d49871a7a9e1"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Myathropa"	0	0	0	0	0	0	13376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster7"	"e812659db8ce6915fc55b79d6ffd3cc6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Melanostoma"	0	920	0	0	0	0	0	0	245	395	0	0	0	4767	0	0	15294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster8"	"57fdbd7825d2da1fe1c1212131b8f526"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Eupeodes"	0	0	0	0	78195	0	5151	0	0	0	0	25943	0	6727	0	13090	2242	0	0	0	0	4751	0	23366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster88"	"405bb66108e5c347bcfb00f928a8d603"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Brachyopa"	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster93"	"b13ecb0a0cd68ccf5eea6ca5f86610d2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Neoascia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syrphidae_cluster99"	"e0eeb9d6af852dfd2321f0669cc40948"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	"Rhingia"	0	4169	0	0	0	0	0	0	0	0	5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabanidae_cluster1"	"77912180c3b7010a53e696f79f9ec3b5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	"Haematopota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502	2481	924	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabanidae_cluster14"	"244e71f0f4e0efcf9c63dc280e4d0061"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	"Hybomitra"	0	0	0	0	0	0	0	0	0	4383	0	0	0	0	3558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabanidae_cluster17"	"5d19988f74192c7c04a12a1fd0ebf502"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	"Rhagio"	0	230	0	0	0	0	0	0	0	4033	11	0	0	0	269	1813	0	3157	318	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tabanidae_cluster3"	"ffd85ab396ec0cce3f552d6947e18f13"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tabanidae"	"Chrysops"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster1"	"4bdf6a74fd14dcbc27ef58e33ba47a30"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Phorocera"	0	0	0	0	0	0	0	0	221	0	0	17430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster11"	"789704148bbe02468a7e3148acd8a641"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Aplomya"	0	0	0	0	0	0	0	0	0	0	3608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster110"	"715fee468a6a08ff5c04980cc156cf95"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Hubneria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12024	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster13"	"f36b90749085eaa49942cc2809e585e7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Eriothrix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster131"	"ca755eec5f19d075bbf4d1bb8bce8fab"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Phasia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster14"	"5db5165a66e80189f10d0e16dbeccf78"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Pales"	0	0	0	0	0	0	3537	0	0	0	0	0	0	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster144"	"36340988a6f87ffa88f467b0402c30a4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Cinochira"	0	0	0	0	0	0	0	0	0	66	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster146"	"bd19125a83220634e24b137ef61a3f1c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Oswaldia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster15"	"847c872f568753a06252c53bfe4459db"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"unclassified.Tachinidae"	0	0	10857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22992	0	0	0	3588	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster17"	"7c21093e26df5e74452f646b11d6fbc2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Siphona"	0	0	0	0	117	0	0	0	53	0	0	0	0	0	215	0	3243	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tachinidae_cluster185"	"e52a5d97e4abeadb46fef2daebe489e5"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tachinidae"	"Phytomyptera"	0	0	0	0	0	0	1455	0	0	0	0	0	0	0	0	110	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
