"cluster"	"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"BOLD_bin"	"SCECHR"	"SK91LD"	"SQQBCH"	"SCFYMN"	"SM6D3B"	"SSY7BM"	"SDD4G5"	"ST2SCC"	"SQ1CGZ"	"SUNVYF"	"S6TGBG"	"SKVHMG"	"SZNYJX"	"SQYDDG"	"SHLY4A"	"SFKMCD"	"SKA8NJ"	"SZCD49"	"SSJSP9"	"SGZUHD"	"SWKRGL"	"SUTTXP"	"SASQEH"	"SUXVVU"	"SNYBEM"	"SCNXZK"	"S8APX1"	"SBWPUY"	"SC1YIM"	"SACBBR"	"S5MEZA"	"STHFJP"	"SKYQAL"	"SIRUBH"	"SUXEKB"	"SQVR9H"	"SIUQ3G"	"SG3CB2"	"SLWUQ2"	"SY34ZS"
"Pipunculidae_cluster47"	"443bb2ecbb74f55ef7ec2669cc2ceb8a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Cephalosphaera"	"Cephalosphaera germanica"	"BOLD:ACE1189"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster5"	"26ab2bb90977401d30d9098e49ba4fd8"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Eudorylas"	"Eudorylas elephas"	"BOLD:AEE1555"	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster50"	"ddef12230db9def66d885ff93105c88c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Chalarus"	"Chalarus juliae"	"BOLD:AAO9182"	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster55"	"88da1b2c303967a08ab9bd929f0a304f"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Chalarus"	"Chalarus latifrons"	"BOLD:AAI7230"	0	11	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster58"	"672966636dd20c37157362a75b31dadc"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Microcephalops"	"Microcephalops opacus"	"BOLD:ACF1689"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster6"	"260766c6968d1a115d1f6002ea4877b7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Dorylomorpha"	"Dorylomorpha xanthopus"	"BOLD:AAL2190"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster8"	"93c2fa43f4e8866d36b90e04c9211d01"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Tomosvaryella"	"Tomosvaryella_X"	"BOLD:AAU5983"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster9"	"0eb44419bc3326ae4780f4c4343bb84e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Cephalops"	"Cephalops vittipes"	"BOLD:ABY4074"	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipunculidae_cluster93"	"99a9a0bbba571bc0b2199b8a7b9d84eb"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Pipunculidae"	"Chalarus"	"Chalarus longicaudis"	"BOLD:ADR2296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
"Pisauridae_cluster1"	"ca1d5d256fe6dfe2868b5589d7b2a1eb"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Pisauridae"	"Pisaura"	"Pisaura mirabilis"	"BOLD:AAE4245"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster1"	"855b4dea4c333dc7c60b5a61c14ea6e6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACF6280"	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster10"	"afd9a782daf5ba9f62be679de424cfcd"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ABW3231"	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster112"	"14a73978666a4a8bc874423a57ef6db9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"unclassified.Platygastridae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster118"	"edad213f923ededa393e907ed2ef4147"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP1536"	0	13	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster12"	"4460c1dda00bd8f880f08bfc0d8edebf"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP6184"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster126"	"9b754b700f22aee5dc390338df831c71"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygaster"	"Platygaster_X"	"BOLD:AAU8919"	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster139"	"46798e83a7f062cf7f496f0cd1baa94e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACI8893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster15"	"ca6d094fb856ac5223f3cdd20ab384d7"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACT9823"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster157"	"c03f4cc7c80299b985b4aa3176a348fd"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACI4554"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster172"	"a932368828cb3eda9142e9201def7ceb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACU6667"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
"Platygastridae_cluster18"	"2b16079abaf9fb12f1302f9ab1ebbeb9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACC4563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
"Platygastridae_cluster19"	"de80df83ab983f4ef93bea53f9f45589"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACI3360"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster2"	"1f6c7308858a970bd2bb2293f8c1724e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACC4800"	0	0	0	0	0	0	0	0	0	109	0	0	8	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	43	3	0	0	0	54	0
"Platygastridae_cluster21"	"82cb82bab59490f60728188402f75d0c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP3444"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster213"	"b3a236a1b1359f4cfca6d74512a65ebe"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"unclassified.Platygastridae"	"unclassified.Platygastridae"	"unclassified.Platygastridae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster217"	"90e17096fba5ca7550c22291e8762bca"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"unclassified.Platygastridae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster26"	"a6fef0ea50de54920645bf43b28cbe83"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP8042"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster27"	"ad223fa35b467ab11bb13ae41b067205"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACC4182"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster28"	"50c6b2eba3bba403c30be673f82f8472"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP3785"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster3"	"bbe65a992f069a3041321f3d5b685348"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACJ2665"	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster31"	"d4ca73e37591962dac6337d32d884203"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACO9607"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster340"	"36a25fa5df4042fa5d49ffbfbdb134a5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ABW3169"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster39"	"50b13cb4fbe9d15080d7ea2cb3a7d954"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"unclassified.Platygastridae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster4"	"67b1ca8e6cdd9d9287cd70f7415fac70"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"unclassified.Platygastridae_XX"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	40	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster43"	"9fee026e650b1426214a8f9ae803d2d3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ADM1234"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster45"	"0d55bbcdb3af7c7d12b5d04dbe5db52c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACE9602"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster5"	"290b193b7d7013e2edb6959f5467c413"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACI4511"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster6"	"a71038a688371d52f4777e15562b8cf3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP4413"	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster62"	"29ead5bcd489e60c45093b04855490bb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygaster"	"Platygaster betulae"	"BOLD:ACO5332"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster65"	"cb9fb81c4a10c381d446efe0347c8ffb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:AAG7999"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
"Platygastridae_cluster66"	"f92c416e85f93dba03830231347305e3"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Leptacis"	"Leptacis_X"	"BOLD:ABZ8208"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster67"	"c6e6b244e8f9d5e5047d262f846e94b0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"unclassified.Platygastridae_XX"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster73"	"70680689df245244a5353c488e375005"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACO8949"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
"Platygastridae_cluster79"	"a6a6c2f4d5aea7de26f6abd0eee885c1"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP8335"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster80"	"afd7e5c975faac087c6730ca58de5ca9"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygaster"	"Platygaster_X"	"BOLD:AAU8357"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster88"	"21936b00498378eea9b256a71d5cc8e7"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP8742"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster90"	"7f5eb493ecbef8f62dea5b1bc01a31a6"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:AEE3672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster94"	"e99c6c89bd9b26547b57b6eb88664636"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ACP5625"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Platygastridae_cluster97"	"a3ab3e8e4f007e9b44ad579e32ca62e2"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Platygastridae"	"Platygastridae_X"	"Platygastridae_XX"	"BOLD:ADM1089"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plutellidae_cluster1"	"087f44176622633b011d54a72c4c9a4f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"Plutella"	"Plutella xylostella"	"BOLD:AAA1513"	0	0	0	238	723	966	2109	480	2794	0	0	1132	0	2949	0	104	288	0	0	0	0	4689	79	53272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plutellidae_cluster2"	"1c6e00360fdba6f3fbc6b3d7a534c3cc"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Plutellidae"	"Ypsolophus"	"Ypsolophus_X"	"BOLD:AAD0001"	0	0	0	0	0	0	0	0	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polleniidae_cluster1"	"c985f47e2cda6cf87c766156110fef0e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia vagabunda"	"BOLD:AAH3040"	0	0	67115	62524	0	0	0	0	451	0	0	0	0	0	0	0	0	0	0	0	147268	0	0	0	0	20835	74306	42449	51763	0	52688	70185	31785	25163	72084	77633	0	0	32450	46312
"Polleniidae_cluster2"	"daa9b2b8da02de8596e6731c3d089636"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia labialis"	"BOLD:AAI2765"	0	0	129138	0	0	0	0	0	0	0	0	0	55122	0	0	0	0	0	0	0	0	16	0	0	0	0	189101	0	61670	36851	12580	33205	0	29659	14450	0	0	0	65612	35171
"Polleniidae_cluster3"	"42a13e26eced52701dd4b60ad780c1d4"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia pediculata"	"BOLD:AAG6745"	0	0	11294	1096	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	11203	0	0	0	25725	45073	0	0	0	0	0	0	42	3641
"Polleniidae_cluster4"	"8fd1d9253037bbc323fe66ed24c2124e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia rudis"	"BOLD:AAH3035"	0	0	39904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44199	0	0	0	20452	46773	0	0	0	0	0	0	12353	11105
"Polleniidae_cluster5"	"ae6a0f26beb60e50bf4507890ea90d56"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia griseotomentosa"	"BOLD:AAI2766"	0	0	14348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33852	0	0	0	6693	17854	0	0	0	0	0	0	0	0
"Polleniidae_cluster6"	"8f695598adfd32ba1061890dc8afae39"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia amentaria"	"BOLD:ABV5497"	0	0	66600	0	0	0	0	4576	0	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	85637	0	52795	0	59053	66694	22549	0	0	0	0	0	4465	41459
"Polleniidae_cluster7"	"b2ead23f5c68d96f7b1c2031acc8d5a6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Polleniidae"	"Pollenia"	"Pollenia angustigena"	"BOLD:AAP2825"	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polycentropodidae_cluster1"	"88aa2fa878284ed2d69ce55d730f79cb"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"Plectrocnemia"	"Plectrocnemia conspersa"	"BOLD:AAE2651"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polycentropodidae_cluster4"	"3abcaaee03c88aca8089cc9268f00019"	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Polycentropodidae"	"Holocentropus"	"Holocentropus insignis"	"BOLD:AAX1268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster1"	"e0970774acd387646a15ee0f52eca0ad"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Dipogon"	"Dipogon subintermedius"	"BOLD:AAN4111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster11"	"f9cd2d0791777a82e6f287ed85396193"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Priocnemis"	"Priocnemis_X"	"BOLD:AAN4192"	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster17"	"ec4d60df59d89be6218f373c4cfa94c5"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Pepsis"	"Pepsis_X"	"BOLD:AAH7935"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster18"	"d726326561a11393593e1ae07a89fd41"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Auplopus"	"Auplopus carbonarius"	"BOLD:AAZ1472"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pompilidae_cluster3"	"859248a81a931f341b978845383c542d"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Pompilidae"	"Agenioideus"	"Agenioideus cinctellus"	"BOLD:ABA5974"	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Proctotrupidae_cluster1"	"e2d389a9b3e03dd9c84d6c63e728693c"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Proctotrupidae"	"Phaneroserphus"	"Phaneroserphus calcar"	"BOLD:ACC2482"	0	10	0	0	0	0	0	21	4	0	0	0	0	57	59	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Proctotrupidae_cluster10"	"2de4e9429f7edd707dd118827515b2f0"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Proctotrupidae"	"Exallonyx"	"Exallonyx ater"	"BOLD:ACC0703"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Proctotrupidae_cluster13"	"b0093cc0ddf14bd764e0044815ced609"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Proctotrupidae"	"Exallonyx"	"Exallonyx pallidistigma"	"BOLD:ACQ9969"	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Proctotrupidae_cluster14"	"f576d16bcd5fc1a3173db17532610deb"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Proctotrupidae"	"Proctotrupidae_X"	"Proctotrupidae_XX"	"BOLD:ADW3514"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
